約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
2025/9/17,朝日放送グループホールディングス,9405,東証,株式現物買,--, 特定 ,--,100,785,--,--,2025/9/19,78500
2025/9/17,朝日放送グループホールディングス,9405,東証,信用新規売,15日, 特定 ,--,100,785,--,--,2025/9/19,--
2025/9/19,システムリサーチ,3771,東証,株式現物買,--, 特定 ,--,100,2174,--,--,2025/9/24,217400
2025/9/19,システムリサーチ,3771,東証,信用新規売,15日, 特定 ,--,100,2174,--,--,2025/9/24,--
2025/9/22,共立メンテナンス,9616,東証,株式現物買,--, 特定 ,--,100,3312,--,--,2025/9/25,331200
2025/9/22,共立メンテナンス,9616,東証,信用新規売,15日, 特定 ,--,100,3312,--,--,2025/9/25,--
2025/9/24,ＷＤＢホールディングス,2475,東証,株式現物買,--, 特定 ,--,100,1772,--,--,2025/9/26,177200
2025/9/24,ＪＰホールディングス,2749,東証,株式現物買,--, 特定 ,--,500,613,--,--,2025/9/26,306500
2025/9/24,紀文食品,2933,東証,株式現物買,--, 特定 ,--,300,1201,--,--,2025/9/26,360300
2025/9/24,ヨシックスホールディングス,3221,東証,株式現物買,--, 特定 ,--,300,2735,--,--,2025/9/26,820500
2025/9/24,早稲田アカデミー,4718,東証,株式現物買,--, 特定 ,--,100,2819,--,--,2025/9/26,281900
2025/9/24,ダイコク電機,6430,東証,株式現物買,--, 特定 ,--,100,2661,--,--,2025/9/26,266100
2025/9/24,コロワイド,7616,東証,株式現物買,--, 特定 ,--,500,1902,--,--,2025/9/26,951000
2025/9/24,フォーバル,8275,東証,株式現物買,--, 特定 ,--,100,1413,--,--,2025/9/26,141300
2025/9/24,ＷＤＢホールディングス,2475,東証,信用新規売,15日, 特定 ,--,100,1772,--,--,2025/9/26,--
2025/9/25,プリマハム,2281,東証,株式現物買,--, 特定 ,--,200,2455,--,--,2025/9/29,491000
2025/9/25,サカイ引越センター,9039,東証,株式現物買,--, 特定 ,--,100,3035,--,--,2025/9/29,303500
2025/9/25,サカイ引越センター,9039,東証,株式現物買,--, 特定 ,--,200,3035,--,--,2025/9/29,607000
2025/9/25,日本管財ホールディングス,9347,東証,株式現物買,--, 特定 ,--,100,2833,--,--,2025/9/29,283300
2025/9/25,王将フードサービス,9936,東証,株式現物買,--, 特定 ,--,100,3835,--,--,2025/9/29,383500
2025/9/25,プリマハム,2281,東証,信用新規売,15日, 特定 ,--,200,2455,--,--,2025/9/29,--
2025/9/25,サカイ引越センター,9039,東証,信用新規売,15日, 特定 ,--,200,3035,--,--,2025/9/29,--
2025/9/25,サカイ引越センター,9039,東証,信用新規売,15日, 特定 ,--,100,3035,--,--,2025/9/29,--
2025/9/25,日本管財ホールディングス,9347,東証,信用新規売,15日, 特定 ,--,100,2833,--,--,2025/9/29,--
2025/9/25,王将フードサービス,9936,東証,信用新規売,15日, 特定 ,--,100,3835,--,--,2025/9/29,--
2025/9/26,丸大食品,2288,東証,株式現物買,--, 特定 ,--,200,2086,--,--,2025/9/30,417200
2025/9/26,ルネサンス,2378,東証,株式現物買,--, 特定 ,--,300,1276,--,--,2025/9/30,382800
2025/9/26,ルネサンス,2378,東証,株式現物買,--, 特定 ,--,200,1286,--,--,2025/9/30,257200
2025/9/26,三重交通グループホールディングス,3232,東証,株式現物買,--, 特定 ,--,100,565,--,--,2025/9/30,56500
2025/9/26,ホギメディカル,3593,東証,株式現物買,--, 特定 ,--,100,5280,--,--,2025/9/30,528000
2025/9/26,椿本興業,8052,東証,株式現物買,--, 特定 ,--,200,2868,--,--,2025/9/30,573600
2025/9/26,サンリオ,8136,東証,株式現物買,--, 特定 ,--,100,6980,--,--,2025/9/30,698000
2025/9/26,富士急行,9010,東証,株式現物買,--, 特定 ,--,400,2626,--,--,2025/9/30,1050400
2025/9/26,サガミホールディングス,9900,東証,株式現物買,--, 特定 ,--,1000,1959,--,--,2025/9/30,1959000
2025/9/26,ベルーナ,9997,東証,株式現物買,--, 特定 ,--,100,1067,--,--,2025/9/30,106700
2025/9/26,丸大食品,2288,東証,信用新規売,15日, 特定 ,--,200,2086,--,--,2025/9/30,--
2025/9/26,三重交通グループホールディングス,3232,東証,信用新規売,15日, 特定 ,--,100,565,--,--,2025/9/30,--
2025/9/26,ホギメディカル,3593,東証,信用新規売,15日, 特定 ,--,100,5280,--,--,2025/9/30,--
2025/9/26,コロワイド,7616,東証,信用新規売,15日, 特定 ,--,500,1885,--,--,2025/9/30,--
2025/9/26,椿本興業,8052,東証,信用新規売,15日, 特定 ,--,100,2868,--,--,2025/9/30,--
2025/9/26,椿本興業,8052,東証,信用新規売,15日, 特定 ,--,100,2868,--,--,2025/9/30,--
2025/9/26,サンリオ,8136,東証,信用新規売,15日, 特定 ,--,100,6980,--,--,2025/9/30,--
2025/9/26,富士急行,9010,東証,信用新規売,15日, 特定 ,--,400,2626,--,--,2025/9/30,--
2025/9/26,サガミホールディングス,9900,東証,信用新規売,15日, 特定 ,--,1000,1959,--,--,2025/9/30,--
2025/9/26,ベルーナ,9997,東証,信用新規売,15日, 特定 ,--,100,1067,--,--,2025/9/30,--
2025/9/29,ｍｅｉｔｏ,2207,東証,株式現物売,--, 特定 ,申告,100,2270,--,--,2025/10/1,227000
2025/9/29,ルネサンス,2378,東証,株式現物売,--, 特定 ,申告,500,1251,--,--,2025/10/1,625500
2025/9/29,ＪＰホールディングス,2749,東証,株式現物売,--, 特定 ,申告,500,605,--,--,2025/10/1,302500
2025/9/29,紀文食品,2933,東証,株式現物売,--, 特定 ,申告,300,1161,--,--,2025/10/1,348300
2025/9/29,八洲電機,3153,東証,株式現物売,--, 特定 ,申告,200,2240,--,--,2025/10/1,448000
2025/9/29,ヨシックスホールディングス,3221,東証,株式現物売,--, 特定 ,申告,300,2701,--,--,2025/10/1,810300
2025/9/29,三重交通グループホールディングス,3232,東証,株式現物売,--, 特定 ,申告,100,550,--,--,2025/10/1,55000
2025/9/29,早稲田アカデミー,4718,東証,株式現物売,--, 特定 ,申告,100,2885,--,--,2025/10/1,288500
2025/9/29,ダイコク電機,6430,東証,株式現物売,--, 特定 ,申告,100,2657,--,--,2025/10/1,265700
2025/9/29,テクノメディカ,6678,東証,株式現物売,--, 特定 ,申告,100,2023,--,--,2025/10/1,202300
2025/9/29,カッパ・クリエイト,7421,東証,株式現物売,--, 特定 ,申告,100,1652,--,--,2025/10/1,165200
2025/9/29,魚力,7596,東証,株式現物売,--, 特定 ,申告,100,2502,--,--,2025/10/1,250200
2025/9/29,フォーバル,8275,東証,株式現物売,--, 特定 ,申告,100,1430,--,--,2025/10/1,143000
2025/9/29,山陽電気鉄道,9052,東証,株式現物売,--, 特定 ,申告,100,2160,--,--,2025/10/1,216000
2025/9/29,プリマハム,2281,--,現渡,15日, 特定 ,申告,200,2455,157,--,2025/10/1,490843
2025/9/29,丸大食品,2288,--,現渡,15日, 特定 ,申告,200,2086,89,--,2025/10/1,417111
2025/9/29,ＷＤＢホールディングス,2475,--,現渡,15日, 特定 ,申告,100,1772,113,--,2025/10/1,177087
2025/9/29,三重交通グループホールディングス,3232,--,現渡,15日, 特定 ,申告,100,565,12,--,2025/10/1,56488
2025/9/29,ホギメディカル,3593,--,現渡,15日, 特定 ,申告,100,5280,112,--,2025/10/1,527888
2025/9/29,システムリサーチ,3771,--,現渡,15日, 特定 ,申告,100,2174,185,--,2025/10/1,217215
2025/9/29,コロワイド,7616,--,現渡,15日, 特定 ,申告,500,1885,201,--,2025/10/1,942299
2025/9/29,椿本興業,8052,--,現渡,15日, 特定 ,申告,100,2868,61,--,2025/10/1,286739
2025/9/29,椿本興業,8052,--,現渡,15日, 特定 ,申告,100,2868,61,--,2025/10/1,286739
2025/9/29,サンリオ,8136,--,現渡,15日, 特定 ,申告,100,6980,149,--,2025/10/1,697851
2025/9/29,富士急行,9010,--,現渡,15日, 特定 ,申告,400,2626,224,--,2025/10/1,1050176
2025/9/29,サカイ引越センター,9039,--,現渡,15日, 特定 ,申告,100,3035,97,--,2025/10/1,303403
2025/9/29,サカイ引越センター,9039,--,現渡,15日, 特定 ,申告,200,3035,194,--,2025/10/1,606806
2025/9/29,日本管財ホールディングス,9347,--,現渡,15日, 特定 ,申告,100,2833,90,--,2025/10/1,283210
2025/9/29,朝日放送グループホールディングス,9405,--,現渡,15日, 特定 ,申告,100,785,109,--,2025/10/1,78391
2025/9/29,共立メンテナンス,9616,--,現渡,15日, 特定 ,申告,100,3312,247,--,2025/10/1,330953
2025/9/29,サガミホールディングス,9900,--,現渡,15日, 特定 ,申告,1000,1959,418,--,2025/10/1,1958582
2025/9/29,日伝,9902,--,現渡,15日, 特定 ,申告,100,2830,483,--,2025/10/1,282517
2025/9/29,王将フードサービス,9936,--,現渡,15日, 特定 ,申告,100,3835,122,--,2025/10/1,383378
2025/9/29,ベルーナ,9997,--,現渡,15日, 特定 ,申告,100,1067,22,--,2025/10/1,106678
2025/9/29,ｍｅｉｔｏ,2207,東証,信用返済買,15日, 特定 ,申告,100,2270,561,--,2025/10/1,-8561
2025/9/29,八洲電機,3153,東証,信用返済買,15日, 特定 ,申告,200,2240,1156,--,2025/10/1,1644
2025/9/29,三重交通グループホールディングス,3232,東証,信用返済買,15日, 特定 ,申告,100,550,138,--,2025/10/1,-938
2025/9/29,テクノメディカ,6678,東証,信用返済買,15日, 特定 ,申告,100,2023,514,--,2025/10/1,-2114
2025/9/29,カッパ・クリエイト,7421,東証,信用返済買,15日, 特定 ,申告,100,1652,426,--,2025/10/1,874
2025/9/29,魚力,7596,東証,信用返済買,15日, 特定 ,申告,100,2502,667,--,2025/10/1,9433
2025/9/29,山陽電気鉄道,9052,東証,信用返済買,15日, 特定 ,申告,100,2160,546,--,2025/10/1,-3246
2025/10/2,三菱ロジスネクスト,7105,--,株式現物売,--, 特定 ,申告,1,1550,--,--,2025/10/6,1550
2025/10/27,泉州電業,9824,東証,株式現物買,--, 特定 ,--,100,4650,--,--,2025/10/29,465000
2025/10/27,泉州電業,9824,東証,信用新規売,15日, 特定 ,--,100,4650,--,--,2025/10/29,--
2025/10/28,学情,2301,東証,株式現物買,--, 特定 ,--,500,1755,--,--,2025/10/30,877500
2025/10/28,ラクーンホールディングス,3031,東証,株式現物買,--, 特定 ,--,1000,705,--,--,2025/10/30,705000
2025/10/28,萩原工業,7856,東証,株式現物買,--, 特定 ,--,100,1723,--,--,2025/10/30,172300
2025/10/29,神戸物産,3038,--,株式現物買,--, 特定 ,--,1,3687,--,--,2025/10/31,3687
2025/10/30,学情,2301,東証,株式現物売,--, 特定 ,申告,500,1679,--,--,2025/11/4,839500
2025/10/30,ラクーンホールディングス,3031,東証,株式現物売,--, 特定 ,申告,1000,676,--,--,2025/11/4,676000
2025/10/30,萩原工業,7856,東証,株式現物売,--, 特定 ,申告,100,1616,--,--,2025/11/4,161600
2025/10/30,泉州電業,9824,--,現渡,15日, 特定 ,申告,100,4650,347,--,2025/11/4,464653
2025/11/13,アスクル,2678,東証,株式現物買,--, 特定 ,--,100,1468,--,--,2025/11/17,146800
2025/11/13,アスクル,2678,東証,信用新規売,15日, 特定 ,--,100,1468,--,--,2025/11/17,--
2025/11/19,アスクル,2678,--,現渡,15日, 特定 ,申告,100,1468,78,--,2025/11/21,146722
2025/11/25,ハニーズホールディングス,2792,東証,株式現物買,--, 特定 ,--,100,1533,--,--,2025/11/27,153300
2025/11/26,ＪＭホールディングス,3539,--,株式現物売,--, 特定 ,申告,1,1600,--,--,2025/11/28,1600
2025/11/26,サーラコーポレーション,2734,東証,株式現物買,--, 特定 ,--,500,1144,--,--,2025/11/28,572000
2025/11/26,アステナホールディングス,8095,--,株式現物買,--, 特定 ,--,1,474,--,--,2025/11/28,474
2025/11/26,トーセイ,8923,東証,株式現物買,--, 特定 ,--,100,3465,--,--,2025/11/28,346500
2025/11/26,サーラコーポレーション,2734,東証,信用新規売,15日, 特定 ,--,500,1144,--,--,2025/11/28,--
2025/11/26,トーセイ,8923,東証,信用新規売,15日, 特定 ,--,100,3465,--,--,2025/11/28,--
2025/11/27,ハニーズホールディングス,2792,東証,株式現物売,--, 特定 ,申告,100,1532,--,--,2025/12/1,153200
2025/11/27,サーラコーポレーション,2734,--,現渡,15日, 特定 ,申告,500,1144,244,--,2025/12/1,571756
2025/11/27,トーセイ,8923,--,現渡,15日, 特定 ,申告,100,1732,18,--,2025/12/1,173182
2025/11/27,トーセイ,8923,--,現渡,15日, 特定 ,申告,100,1733,129,--,2025/12/1,173171
2025/12/23,日本マクドナルドホールディングス,2702,東証,株式現物買,--, 特定 ,--,400,6490,--,--,2025/12/25,2596000
2025/12/23,日本マクドナルドホールディングス,2702,東証,信用新規売,15日, 特定 ,--,400,6490,--,--,2025/12/25,--
2025/12/24,大倉工業,4221,東証,株式現物買,--, 特定 ,--,100,4940,--,--,2025/12/26,494000
2025/12/24,大倉工業,4221,東証,信用新規売,15日, 特定 ,--,100,4940,--,--,2025/12/26,--
2025/12/25,不二家,2211,東証,株式現物買,--, 特定 ,--,100,2631,--,--,2025/12/29,263100
2025/12/25,フジオフードグループ本社,2752,東証,株式現物買,--, 特定 ,--,100,1176,--,--,2025/12/29,117600
2025/12/25,アルペン,3028,東証,株式現物買,--, 特定 ,--,1000,2377,--,--,2025/12/29,2377000
2025/12/25,ソースネクスト,4344,東証,株式現物買,--, 特定 ,--,100,156,--,--,2025/12/29,15600
2025/12/26,ｒｏｂｏｔ　ｈｏｍｅ,1435,東証,株式現物買,--, 特定 ,--,1000,189,--,--,2025/12/30,189000
2025/12/26,ダイドーグループホールディングス,2590,東証,株式現物買,--, 特定 ,--,200,2513,--,--,2025/12/30,502600
2025/12/26,カゴメ,2811,--,株式現物買,--, 特定 ,--,1,2730,--,--,2025/12/30,2730
2025/12/26,多木化学,4025,東証,株式現物買,--, 特定 ,--,100,4010,--,--,2025/12/30,401000
2025/12/26,ラウンドワン,4680,東証,株式現物買,--, 特定 ,--,300,1165,--,--,2025/12/30,349500
2025/12/26,ＣＩＪ,4826,--,株式現物買,--, 特定 ,--,1,538,--,--,2025/12/30,538
2025/12/26,ライオン,4912,--,株式現物買,--, 特定 ,--,1,1680,--,--,2025/12/30,1680
2025/12/26,ヤーマン,6630,東証,株式現物買,--, 特定 ,--,100,787,--,--,2025/12/30,78700
2025/12/26,コーア商事ホールディングス,9273,--,株式現物買,--, 特定 ,--,1,848,--,--,2025/12/30,848
2025/12/26,ビジョン,9416,東証,株式現物買,--, 特定 ,--,100,1305,--,--,2025/12/30,130500
2025/12/26,藤田観光,9722,東証,株式現物買,--, 特定 ,--,100,13330,--,--,2025/12/30,1333000
2025/12/26,ダイドーグループホールディングス,2590,東証,信用新規売,15日, 特定 ,--,200,2513,--,--,2025/12/30,--
2025/12/26,多木化学,4025,東証,信用新規売,15日, 特定 ,--,100,4010,--,--,2025/12/30,--
2025/12/26,ラウンドワン,4680,東証,信用新規売,15日, 特定 ,--,300,1165,--,--,2025/12/30,--
2025/12/26,ビジョン,9416,東証,信用新規売,15日, 特定 ,--,100,1305,--,--,2025/12/30,--
2025/12/26,藤田観光,9722,東証,信用新規売,15日, 特定 ,--,100,13330,--,--,2025/12/30,--
2025/12/29,ｒｏｂｏｔ　ｈｏｍｅ,1435,東証,株式現物売,--, 特定 ,申告,1000,180,--,--,2026/1/5,180000
2025/12/29,不二家,2211,東証,株式現物売,--, 特定 ,申告,100,2553,--,--,2026/1/5,255300
2025/12/29,フジオフードグループ本社,2752,東証,株式現物売,--, 特定 ,申告,100,1122,--,--,2026/1/5,112200
2025/12/29,アルペン,3028,東証,株式現物売,--, 特定 ,申告,1000,2325,--,--,2026/1/5,2325000
2025/12/29,ソースネクスト,4344,東証,株式現物売,--, 特定 ,申告,100,154,--,--,2026/1/5,15400
2025/12/29,ヤーマン,6630,東証,株式現物売,--, 特定 ,申告,100,770,--,--,2026/1/5,77000
2025/12/29,日本マクドナルドホールディングス,2702,--,現渡,15日, 特定 ,申告,400,6490,3328,--,2026/1/5,2592672
2025/12/29,多木化学,4025,--,現渡,15日, 特定 ,申告,100,4010,299,--,2026/1/5,400701
2025/12/29,大倉工業,4221,--,現渡,15日, 特定 ,申告,100,4940,580,--,2026/1/5,493420
2025/12/29,ラウンドワン,4680,--,現渡,15日, 特定 ,申告,300,1165,261,--,2026/1/5,349239
2025/12/29,ビジョン,9416,--,現渡,15日, 特定 ,申告,100,1305,97,--,2026/1/5,130403
2025/12/29,藤田観光,9722,--,現渡,15日, 特定 ,申告,400,2666,113,--,2026/1/5,1066287
2025/12/29,藤田観光,9722,--,現渡,15日, 特定 ,申告,100,2666,883,--,2026/1/5,265717
2026/1/8,ダブルエー,7683,東証,株式現物買,--, 特定 ,--,600,1378,--,--,2026/1/13,826800
2026/1/8,ダブルエー,7683,東証,信用新規売,15日, 特定 ,--,600,1378,--,--,2026/1/13,--
2026/1/19,ダイドーグループホールディングス,2590,--,現渡,15日, 特定 ,申告,200,2513,1235,--,2026/1/21,501365
2026/1/28,日本駐車場開発,2353,東証,株式現物買,--, 特定 ,--,1000,281,--,--,2026/1/30,281000
2026/1/28,日本駐車場開発,2353,東証,信用新規売,15日, 特定 ,--,1000,281,--,--,2026/1/30,--
2026/1/29,日本駐車場開発,2353,--,現渡,15日, 特定 ,申告,1000,281,120,--,2026/2/2,280880
2026/1/29,ダブルエー,7683,--,現渡,15日, 特定 ,申告,600,1378,1855,--,2026/2/2,824945
2026/2/3,ピックルスホールディングス,2935,東証,株式現物買,--, 特定 ,--,200,1249,--,--,2026/2/5,249800
2026/2/3,エコス,7520,東証,株式現物買,--, 特定 ,--,100,3085,--,--,2026/2/5,308500
2026/2/3,ピックルスホールディングス,2935,東証,信用新規売,15日, 特定 ,--,200,1249,--,--,2026/2/5,--
2026/2/3,エコス,7520,東証,信用新規売,15日, 特定 ,--,100,3085,--,--,2026/2/5,--
2026/2/4,北の達人コーポレーション,2930,東証,株式現物買,--, 特定 ,--,100,144,--,--,2026/2/6,14400
2026/2/18,西松屋チェーン,7545,東証,株式現物買,--, 特定 ,--,500,2263,--,--,2026/2/20,1131500
2026/2/18,西松屋チェーン,7545,東証,株式現物買,--, 特定 ,--,500,2239,--,--,2026/2/20,1119500
2026/2/18,オークワ,8217,東証,株式現物買,--, 特定 ,--,100,904,--,--,2026/2/20,90400
2026/2/18,しまむら,8227,東証,株式現物買,--, 特定 ,--,100,11070,--,--,2026/2/20,1107000
2026/2/18,平和堂,8276,東証,株式現物買,--, 特定 ,--,100,3205,--,--,2026/2/20,320500
2026/2/18,西松屋チェーン,7545,東証,信用新規売,15日, 特定 ,--,500,2239,--,--,2026/2/20,--
2026/2/18,しまむら,8227,東証,信用新規売,15日, 特定 ,--,100,11070,--,--,2026/2/20,--
2026/2/19,西松屋チェーン,7545,東証,株式現物売,--, 特定 ,申告,500,2234,--,--,2026/2/24,1117000
2026/2/19,オークワ,8217,東証,株式現物売,--, 特定 ,申告,100,886,--,--,2026/2/24,88600
2026/2/19,平和堂,8276,東証,株式現物売,--, 特定 ,申告,100,3180,--,--,2026/2/24,318000
2026/2/19,西松屋チェーン,7545,--,現渡,15日, 特定 ,申告,500,2239,598,--,2026/2/24,1118902
2026/2/19,しまむら,8227,--,現渡,15日, 特定 ,申告,100,3690,512,--,2026/2/24,368488
2026/2/19,しまむら,8227,--,現渡,15日, 特定 ,申告,200,3690,78,--,2026/2/24,737922
2026/2/24,クリエイト・レストランツ・ホールディングス,3387,東証,株式現物買,--, 特定 ,--,600,769,--,--,2026/2/26,461400
2026/2/24,イオンファンタジー,4343,東証,株式現物買,--, 特定 ,--,300,2797,--,--,2026/2/26,839100
2026/2/24,ハイデイ日高,7611,東証,株式現物買,--, 特定 ,--,1000,3245,--,--,2026/2/26,3245000
2026/2/24,フジ,8278,東証,株式現物買,--, 特定 ,--,100,2179,--,--,2026/2/26,217900
2026/2/24,アークランズ,9842,東証,株式現物買,--, 特定 ,--,800,2039,--,--,2026/2/26,1631200
2026/2/24,吉野家ホールディングス,9861,東証,株式現物買,--, 特定 ,--,200,3158,--,--,2026/2/26,631600
2026/2/24,ミニストップ,9946,東証,株式現物買,--, 特定 ,--,100,2020,--,--,2026/2/26,202000
2026/2/25,アンドエスティＨＤ,2685,東証,株式現物買,--, 特定 ,--,100,3005,--,--,2026/2/27,300500
2026/2/25,ＳＦＰホールディングス,3198,東証,株式現物買,--, 特定 ,--,100,2297,--,--,2026/2/27,229700
2026/2/25,ユナイテッド・スーパーマーケット・ホールディングス,3222,東証,株式現物買,--, 特定 ,--,1500,982,--,--,2026/2/27,1473000
2026/2/25,ツルハホールディングス,3391,東証,株式現物買,--, 特定 ,--,400,2725,--,--,2026/2/27,1090000
2026/2/25,バロックジャパンリミテッド,3548,東証,株式現物買,--, 特定 ,--,100,817,--,--,2026/2/27,81700
2026/2/25,ＩＤＯＭ,7599,--,株式現物買,--, 特定 ,--,1,1475,--,--,2026/2/27,1475
2026/2/25,ヨンドシーホールディングス,8008,東証,株式現物買,--, 特定 ,--,100,1892,--,--,2026/2/27,189200
2026/2/25,アンドエスティＨＤ,2685,東証,信用新規売,15日, 特定 ,--,100,3005,--,--,2026/2/27,--
2026/2/25,ユナイテッド・スーパーマーケット・ホールディングス,3222,東証,信用新規売,15日, 特定 ,--,500,982,--,--,2026/2/27,--
2026/2/25,ユナイテッド・スーパーマーケット・ホールディングス,3222,東証,信用新規売,15日, 特定 ,--,500,982,--,--,2026/2/27,--
2026/2/25,ユナイテッド・スーパーマーケット・ホールディングス,3222,東証,信用新規売,15日, 特定 ,--,500,982,--,--,2026/2/27,--
2026/2/25,ツルハホールディングス,3391,東証,信用新規売,15日, 特定 ,--,400,2725,--,--,2026/2/27,--
2026/2/25,ヨンドシーホールディングス,8008,東証,信用新規売,15日, 特定 ,--,100,1892,--,--,2026/2/27,--
2026/2/26,北の達人コーポレーション,2930,東証,株式現物売,--, 特定 ,申告,100,135,--,--,2026/3/2,13500
2026/2/26,ピックルスホールディングス,2935,東証,株式現物売,--, 特定 ,申告,200,1249,--,--,2026/3/2,249800
2026/2/26,ＳＦＰホールディングス,3198,東証,株式現物売,--, 特定 ,申告,100,2210,--,--,2026/3/2,221000
2026/2/26,クリエイト・レストランツ・ホールディングス,3387,東証,株式現物売,--, 特定 ,申告,600,756,--,--,2026/3/2,453600
2026/2/26,バロックジャパンリミテッド,3548,東証,株式現物売,--, 特定 ,申告,100,757,--,--,2026/3/2,75700
2026/2/26,イオンファンタジー,4343,東証,株式現物売,--, 特定 ,申告,300,2736,--,--,2026/3/2,820800
2026/2/26,エコス,7520,東証,株式現物売,--, 特定 ,申告,100,3135,--,--,2026/3/2,313500
2026/2/26,ハイデイ日高,7611,東証,株式現物売,--, 特定 ,申告,1000,3195,--,--,2026/3/2,3195000
2026/2/26,フジ,8278,東証,株式現物売,--, 特定 ,申告,100,2130,--,--,2026/3/2,213000
2026/2/26,アークランズ,9842,東証,株式現物売,--, 特定 ,申告,800,2003,--,--,2026/3/2,1602400
2026/2/26,吉野家ホールディングス,9861,東証,株式現物売,--, 特定 ,申告,200,3082,--,--,2026/3/2,616400
2026/2/26,ミニストップ,9946,東証,株式現物売,--, 特定 ,申告,100,2003,--,--,2026/3/2,200300
2026/2/26,アンドエスティＨＤ,2685,--,現渡,15日, 特定 ,申告,100,3005,128,--,2026/3/2,300372
2026/2/26,ユナイテッド・スーパーマーケット・ホールディングス,3222,--,現渡,15日, 特定 ,申告,500,982,209,--,2026/3/2,490791
2026/2/26,ユナイテッド・スーパーマーケット・ホールディングス,3222,--,現渡,15日, 特定 ,申告,500,982,209,--,2026/3/2,490791
2026/2/26,ユナイテッド・スーパーマーケット・ホールディングス,3222,--,現渡,15日, 特定 ,申告,500,982,209,--,2026/3/2,490791
2026/2/26,ツルハホールディングス,3391,--,現渡,15日, 特定 ,申告,400,2725,465,--,2026/3/2,1089535
2026/2/26,ヨンドシーホールディングス,8008,--,現渡,15日, 特定 ,申告,100,1892,80,--,2026/3/2,189120
2026/2/26,ピックルスホールディングス,2935,東証,信用返済買,15日, 特定 ,申告,200,1249,693,--,2026/3/2,-693
2026/2/26,エコス,7520,東証,信用返済買,15日, 特定 ,申告,100,3135,857,--,2026/3/2,-5857
2026/3/9,ヤマウラ,1780,東証,株式現物買,--, 特定 ,--,100,1562,--,--,2026/3/11,156200
2026/3/9,三重交通グループホールディングス,3232,東証,株式現物買,--, 特定 ,--,100,563,--,--,2026/3/11,56300
2026/3/9,ヨロズ,7294,東証,株式現物買,--, 特定 ,--,100,959,--,--,2026/3/11,95900
2026/3/9,ヤマウラ,1780,東証,信用新規売,15日, 特定 ,--,100,1562,--,--,2026/3/11,--
2026/3/9,三重交通グループホールディングス,3232,東証,信用新規売,15日, 特定 ,--,100,563,--,--,2026/3/11,--
2026/3/9,ヨロズ,7294,東証,信用新規売,15日, 特定 ,--,100,959,--,--,2026/3/11,--
2026/3/11,カワチ薬品,2664,東証,株式現物買,--, 特定 ,--,100,3135,--,--,2026/3/13,313500
2026/3/12,カワチ薬品,2664,東証,株式現物売,--, 特定 ,申告,100,2996,--,--,2026/3/16,299600
2026/3/13,ＢＵＦＦＡＬＯ,6676,東証,株式現物買,--, 特定 ,--,100,4940,--,--,2026/3/17,494000
2026/3/13,ＢＵＦＦＡＬＯ,6676,東証,信用新規売,15日, 特定 ,--,100,4940,--,--,2026/3/17,--
