受渡日,約定日,商品等,取引種類,銘柄名（ファンド名）,銘柄コード,口座,数量,単価,支払（出金）,預り（入金）,MRF・お預り金残高,摘要
2025/3/31,2025/3/27,信用,現引,京浜急行,9006,特定,100,"1,548.50","154,860",---,---,"制度　建日:25/03/27　建値:1,548.5"
2025/3/31,2025/3/27,信用,新規買い,京浜急行,9006,特定,100,"1,548.50",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,西　鉄,9031,特定,100,"2,225",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,西　鉄,9031,特定,100,"2,225","222,515",---,---,"制度　建日:25/03/27　建値:2,225"
2025/3/31,2025/3/27,信用,新規買い,西　鉄,9031,特定,100,"2,225",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,日空ビル,9706,特定,100,"4,313",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,日空ビル,9706,特定,100,"4,313",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,日空ビル,9706,特定,100,"4,313","431,329",---,---,"制度　建日:25/03/27　建値:4,313"
2025/3/31,2025/3/27,信用,新規売り,トーカイ,9729,特定,100,"2,181",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,トーカイ,9729,特定,100,"2,181","218,114",---,---,"制度　建日:25/03/27　建値:2,181"
2025/3/31,2025/3/27,信用,新規買い,トーカイ,9729,特定,100,"2,181",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,学究社,9769,特定,100,"2,270",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,学究社,9769,特定,100,"2,270",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,学究社,9769,特定,100,"2,270","227,015",---,---,"制度　建日:25/03/27　建値:2,270"
2025/3/31,2025/3/27,信用,新規売り,ホクト,1379,特定,100,"1,887",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,ホクト,1379,特定,100,"1,887",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,ホクト,1379,特定,100,"1,887","188,712",---,---,"制度　建日:25/03/27　建値:1,887"
2025/3/31,2025/3/27,信用,新規売り,リョーサン菱洋,167A,特定,100,"2,594",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,リョーサン菱洋,167A,特定,100,"2,594",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,リョーサン菱洋,167A,特定,100,"2,594","259,417",---,---,"制度　建日:25/03/27　建値:2,594"
2025/3/31,2025/3/27,信用,新規売り,日甜菜糖,2108,特定,100,"2,420",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,日甜菜糖,2108,特定,100,"2,420",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,日甜菜糖,2108,特定,100,"2,420","242,016",---,---,"制度　建日:25/03/27　建値:2,420"
2025/3/31,2025/3/27,信用,新規売り,名糖産,2207,特定,200,"2,029",---,---,---,一般
2025/3/31,2025/3/27,信用,返済買い,トリドールＨＤ,3397,特定,200,"3,993",753,---,---,"一般　建日:25/03/25　建値:3,990"
2025/3/31,2025/3/27,信用,新規売り,サンアスタリスク,4053,特定,300,572,---,---,---,制度
2025/3/31,2025/3/27,信用,新規買い,サンアスタリスク,4053,特定,300,572,---,---,---,制度
2025/3/31,2025/3/27,信用,現引,サンアスタリスク,4053,特定,300,572,"171,611",---,---,制度　建日:25/03/27　建値:572
2025/3/31,2025/3/27,信用,新規売り,カーリット,4275,特定,200,"1,114",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,カーリット,4275,特定,200,"1,114",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,カーリット,4275,特定,200,"1,114","222,815",---,---,"制度　建日:25/03/27　建値:1,114"
2025/3/31,2025/3/27,信用,返済買い,ＣＫサンエツ,5757,特定,100,"4,175",---,"4,919",---,"一般　建日:25/03/25　建値:4,225"
2025/3/31,2025/3/27,信用,新規売り,日精樹脂,6293,特定,100,899,---,---,---,一般
2025/3/31,2025/3/27,信用,現引,日精樹脂,6293,特定,100,899,"89,906",---,---,制度　建日:25/03/27　建値:899
2025/3/31,2025/3/27,信用,新規買い,日精樹脂,6293,特定,100,899,---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,全国保証,7164,特定,100,"6,029",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,全国保証,7164,特定,100,"6,029",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,全国保証,7164,特定,100,"6,029","602,941",---,---,"制度　建日:25/03/27　建値:6,029"
2025/3/31,2025/3/27,信用,新規売り,シード,7743,特定,100,527,---,---,---,制度
2025/3/31,2025/3/27,信用,新規買い,シード,7743,特定,100,527,---,---,---,制度
2025/3/31,2025/3/27,信用,現引,シード,7743,特定,100,527,"52,703",---,---,制度　建日:25/03/27　建値:527
2025/3/31,2025/3/27,信用,新規売り,松　風,7979,特定,100,"2,059",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,松　風,7979,特定,100,"2,059","205,914",---,---,"制度　建日:25/03/27　建値:2,059"
2025/3/31,2025/3/27,信用,新規買い,松　風,7979,特定,100,"2,059",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,ケーズＨＤ,8282,特定,100,"1,410",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,ケーズＨＤ,8282,特定,100,"1,410",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,ケーズＨＤ,8282,特定,100,"1,410","141,009",---,---,"制度　建日:25/03/27　建値:1,410"
2025/3/31,2025/3/27,信用,新規売り,日神グループＨＤ,8881,特定,"1,000",547,---,---,---,一般
2025/3/31,2025/3/27,信用,現引,日神グループＨＤ,8881,特定,"1,000",547,"547,037",---,---,制度　建日:25/03/27　建値:547
2025/3/31,2025/3/27,信用,新規買い,日神グループＨＤ,8881,特定,"1,000",547,---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,京浜急行,9006,特定,100,"1,548.50",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,京浜急行,9006,特定,100,"1,548.50","154,860",---,---,"制度　建日:25/03/27　建値:1,548.5"
2025/3/31,2025/3/27,信用,新規買い,京浜急行,9006,特定,100,"1,548.50",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,西　鉄,9031,特定,100,"2,225",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,西　鉄,9031,特定,100,"2,225","222,515",---,---,"制度　建日:25/03/27　建値:2,225"
2025/3/31,2025/3/27,信用,新規買い,西　鉄,9031,特定,100,"2,225",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,日空ビル,9706,特定,100,"4,313",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,日空ビル,9706,特定,100,"4,313",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,日空ビル,9706,特定,100,"4,313","431,329",---,---,"制度　建日:25/03/27　建値:4,313"
2025/3/31,2025/3/27,信用,新規売り,トーカイ,9729,特定,100,"2,181",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,トーカイ,9729,特定,100,"2,181","218,114",---,---,"制度　建日:25/03/27　建値:2,181"
2025/3/31,2025/3/27,信用,新規買い,トーカイ,9729,特定,100,"2,181",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,学究社,9769,特定,100,"2,270",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,学究社,9769,特定,100,"2,270",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,学究社,9769,特定,100,"2,270","227,015",---,---,"制度　建日:25/03/27　建値:2,270"
2025/3/31,2025/3/28,国内株式,配当金,フジオフードＧ本,2752,-,---,---,---,600,---,
2025/3/31,2025/3/28,国内株式,配当金,フジオフードＧ本,2752,-,---,---,---,600,---,
2025/3/31,2025/3/31,国内株式,配当金*,サッポロＨＤ,2501,-,---,---,---,"4,144",---,
2025/3/31,2025/3/31,国内株式,配当金*,片　倉,3001,-,---,---,---,"3,985",---,
2025/3/31,2025/3/31,国内株式,配当金*,大塚ＨＤ,4578,-,---,---,---,"4,782",---,
2025/3/31,2025/3/31,国内株式,配当金*,コーセー,4922,-,---,---,---,"5,578",---,
2025/3/31,2025/3/31,国内株式,配当金*,マブチモータ,6592,-,---,---,---,"12,113",---,
2025/3/31,2025/3/31,国内株式,配当金*,パイロット,7846,-,---,---,---,"5,100",---,
2025/3/31,2025/3/31,国内株式,配当金*,立川ブラインド,7989,-,---,---,---,"12,750",---,
2025/3/31,2025/3/31,国内株式,配当金*,船井総研ＨＤ,9757,-,---,---,---,"3,029",---,
2025/3/31,2025/3/31,国内株式,配当金*,サッポロＨＤ,2501,-,---,---,---,"4,144",---,
2025/3/31,2025/3/31,国内株式,配当金*,片　倉,3001,-,---,---,---,"3,985",---,
2025/3/31,2025/3/31,国内株式,配当金*,大塚ＨＤ,4578,-,---,---,---,"4,782",---,
2025/3/31,2025/3/31,国内株式,配当金*,コーセー,4922,-,---,---,---,"5,578",---,
2025/3/31,2025/3/31,国内株式,配当金*,マブチモータ,6592,-,---,---,---,"12,113",---,
2025/3/31,2025/3/31,国内株式,配当金*,パイロット,7846,-,---,---,---,"5,100",---,
2025/3/31,2025/3/31,国内株式,配当金*,立川ブラインド,7989,-,---,---,---,"12,750",---,
2025/3/31,2025/3/31,国内株式,配当金*,船井総研ＨＤ,9757,-,---,---,---,"3,029",---,
2025/3/31,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"142,600","-608,041(前日比)"
2025/3/31,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/31,---,入出金,振替,---,-,-,---,---,---,"3,374,973",---,信用保証金から
2025/3/31,---,入出金,振替,---,-,-,---,---,"4,166",---,---,信用保証金へ
2025/3/31,---,入出金,振替,---,-,-,---,---,"50,000",---,---,信用保証金へ
2025/3/31,---,入出金,振替,---,-,-,---,---,"58,881",---,---,信用保証金へ
2025/3/31,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"142,600","-608,041(前日比)"
2025/3/31,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/31,---,入出金,振替,---,-,-,---,---,---,"3,374,973",---,信用保証金から
2025/3/31,---,入出金,振替,---,-,-,---,---,"4,166",---,---,信用保証金へ
2025/3/31,---,入出金,振替,---,-,-,---,---,"50,000",---,---,信用保証金へ
2025/3/31,---,入出金,振替,---,-,-,---,---,"58,881",---,---,信用保証金へ
2025/4/1,2025/3/28,信用,現渡,ニッスイ,1332,特定,500,922.8,---,"461,312",---,一般　建日:25/03/26　建値:922.8
2025/4/1,2025/3/28,信用,現渡,ホクト,1379,特定,100,"1,887",---,"188,686",---,"一般　建日:25/03/27　建値:1,887"
2025/4/1,2025/3/28,信用,現渡,リョーサン菱洋,167A,特定,100,"2,594",---,"259,381",---,"一般　建日:25/03/27　建値:2,594"
2025/4/1,2025/3/28,信用,現渡,高松Ｇ,1762,特定,100,"2,805",---,"280,350",---,"一般　建日:25/03/17　建値:2,805"
2025/4/1,2025/3/28,信用,現渡,ヤマウラ,1780,特定,100,"1,252",---,"124,927",---,"一般　建日:25/01/31　建値:1,252"
2025/4/1,2025/3/28,信用,現渡,ニップン,2001,特定,200,"2,223",---,"444,515",---,"一般　建日:25/03/26　建値:2,223"
2025/4/1,2025/3/28,信用,現渡,日甜菜糖,2108,特定,100,"2,420",---,"241,982",---,"一般　建日:25/03/27　建値:2,420"
2025/4/1,2025/3/28,信用,現渡,名糖産,2207,特定,200,"2,026",---,"404,967",---,"一般　建日:25/03/14　建値:2,026"
2025/4/1,2025/3/28,信用,返済買い,名糖産,2207,特定,200,"2,000",---,"5,769",---,"一般　建日:25/03/27　建値:2,029"
2025/4/1,2025/3/28,信用,現渡,寿スピリッツ,2222,特定,100,"2,544.50",---,"254,382",---,"一般　建日:25/03/24　建値:2,544.5"
2025/4/1,2025/3/28,信用,現渡,明治ＨＤ,2269,特定,100,"3,391",---,"339,035",---,"一般　建日:25/03/26　建値:3,391"
2025/4/1,2025/3/28,信用,現渡,コア,2359,特定,200,"1,885",---,"376,885",---,"一般　建日:25/03/21　建値:1,885"
2025/4/1,2025/3/28,信用,現渡,セントケアＨＤ,2374,特定,100,748,---,"74,737",---,一般　建日:25/03/07　建値:748
2025/4/1,2025/3/28,信用,現渡,ルネサンス,2378,特定,500,"1,012",---,"504,196",---,"一般　建日:24/12/26　建値:1,012"
2025/4/1,2025/3/28,信用,現渡,宝ＨＬＤ,2531,特定,100,"1,153",---,"115,234",---,"一般　建日:25/03/14　建値:1,153"
2025/4/1,2025/3/28,信用,現渡,キーコーヒー,2594,特定,100,"2,053",---,"205,245",---,"一般　建日:25/03/24　建値:2,053"
2025/4/1,2025/3/28,信用,現渡,キーコーヒー,2594,特定,100,"2,053",---,"205,245",---,"一般　建日:25/03/24　建値:2,053"
2025/4/1,2025/3/28,信用,現渡,キーコーヒー,2594,特定,100,"2,053",---,"205,245",---,"一般　建日:25/03/24　建値:2,053"
2025/4/1,2025/3/28,信用,現渡,日清オイリオ,2602,特定,200,"5,020",---,"1,003,808",---,"一般　建日:25/03/26　建値:5,020"
2025/4/1,2025/3/28,信用,現渡,不二製油,2607,特定,200,"2,774.50",---,"554,305",---,"一般　建日:25/03/03　建値:2,774.5"
2025/4/1,2025/3/28,信用,現渡,Ｊオイル,2613,特定,200,"2,099",---,"419,688",---,"一般　建日:25/03/24　建値:2,099"
2025/4/1,2025/3/28,信用,現渡,エディオン,2730,特定,400,"1,756",---,"701,592",---,"一般　建日:25/02/27　建値:1,756"
2025/4/1,2025/3/28,信用,現渡,エディオン,2730,特定,100,"1,732",---,"172,975",---,"一般　建日:25/02/25　建値:1,732"
2025/4/1,2025/3/28,信用,現渡,ＪＰＨＤ,2749,特定,500,647,---,"323,128",---,一般　建日:25/02/27　建値:647
2025/4/1,2025/3/28,信用,現渡,あみやき,2753,特定,900,"1,554",---,"1,396,777",---,"一般　建日:25/02/25　建値:1,554"
2025/4/1,2025/3/28,信用,現渡,ブルドックソース,2804,特定,100,"1,756",---,"175,567",---,"一般　建日:25/03/26　建値:1,756"
2025/4/1,2025/3/28,信用,現渡,フジッコ,2908,特定,100,"1,633",---,"163,269",---,"一般　建日:25/03/26　建値:1,633"
2025/4/1,2025/3/28,信用,現渡,なとり,2922,特定,100,"2,181",---,"217,967",---,"一般　建日:25/03/13　建値:2,181"
2025/4/1,2025/3/28,信用,新規売り,ラクーンＨＤ,3031,特定,"1,000",963,---,---,---,一般
2025/4/1,2025/3/28,信用,現引,ラクーンＨＤ,3031,特定,"1,000",963,"963,065",---,---,制度　建日:25/03/28　建値:963
2025/4/1,2025/3/28,信用,新規買い,ラクーンＨＤ,3031,特定,"1,000",963,---,---,---,制度
2025/4/1,2025/3/28,信用,現渡,マツキヨココカラ,3088,特定,100,"2,302.50",---,"230,065",---,"一般　建日:25/03/10　建値:2,302.5"
2025/4/1,2025/3/28,信用,現渡,ミツコシイセタ,3099,特定,100,"2,293.50",---,"229,157",---,"一般　建日:25/03/07　建値:2,293.5"
2025/4/1,2025/3/28,信用,現渡,ＴＯＫＡＩ　ＨＤ,3167,特定,300,968,---,"290,233",---,一般　建日:25/03/14　建値:968
2025/4/1,2025/3/28,信用,現渡,シュッピン,3179,特定,100,"1,022",---,"102,067",---,"一般　建日:25/02/25　建値:1,022"
2025/4/1,2025/3/28,信用,現渡,シュッピン,3179,特定,200,982,---,"196,205",---,一般　建日:25/03/05　建値:982
2025/4/1,2025/3/28,信用,現渡,ウイン・パートナ,3183,特定,100,"1,449",---,"144,778",---,"一般　建日:25/03/07　建値:1,449"
2025/4/1,2025/3/28,信用,現渡,ヨシックスＨＤ,3221,特定,300,"2,783",---,"833,780",---,"一般　建日:25/02/21　建値:2,783"
2025/4/1,2025/3/28,信用,現渡,三重交通ＧＨＤ,3232,特定,100,485,---,"48,381",---,一般　建日:25/01/24　建値:485
2025/4/1,2025/3/28,信用,現渡,日本調剤,3341,特定,100,"1,433",---,"143,180",---,"一般　建日:25/03/07　建値:1,433"
2025/4/1,2025/3/28,信用,現渡,日本調剤,3341,特定,400,"1,455",---,"581,867",---,"一般　建日:25/03/25　建値:1,455"
2025/4/1,2025/3/28,信用,現渡,サンマルクＨＤ,3395,特定,100,"2,418",---,"241,745",---,"一般　建日:25/03/25　建値:2,418"
2025/4/1,2025/3/28,信用,現渡,トリドールＨＤ,3397,特定,200,"3,913",---,"781,790",---,"一般　建日:25/03/04　建値:3,913"
2025/4/1,2025/3/28,信用,現渡,プロシップ,3763,特定,100,"1,812",---,"181,103",---,"一般　建日:25/03/17　建値:1,812"
2025/4/1,2025/3/28,信用,現渡,日本紙,3863,特定,100,"1,019",---,"101,842",---,"一般　建日:25/03/14　建値:1,019"
2025/4/1,2025/3/28,信用,現渡,サンアスタリスク,4053,特定,300,572,---,"171,575",---,制度　建日:25/03/27　建値:572
2025/4/1,2025/3/28,信用,現渡,カーリット,4275,特定,200,"1,114",---,"222,783",---,"一般　建日:25/03/27　建値:1,114"
2025/4/1,2025/3/28,信用,現渡,理研ビタミン,4526,特定,100,"2,445",---,"244,435",---,"一般　建日:25/03/24　建値:2,445"
2025/4/1,2025/3/28,信用,現渡,ゼリア新薬,4559,特定,100,"2,289",---,"228,821",---,"一般　建日:25/03/19　建値:2,289"
2025/4/1,2025/3/28,信用,現渡,早稲アカ,4718,特定,100,"2,047",---,"204,536",---,"一般　建日:25/03/10　建値:2,047"
2025/4/1,2025/3/28,信用,現渡,ＳＢＩＧアセット,4765,特定,100,682,---,"68,125",---,一般　建日:25/02/28　建値:682
2025/4/1,2025/3/28,信用,現渡,ＳＢＩＧアセット,4765,特定,400,694,---,"277,302",---,一般　建日:25/03/03　建値:694
2025/4/1,2025/3/28,信用,返済買い,ＳＢＩＧアセット,4765,特定,500,680,---,"8,140",---,一般　建日:25/03/04　建値:697
2025/4/1,2025/3/28,信用,現渡,セントラルＳＰ,4801,特定,200,"2,346",---,"467,923",---,"一般　建日:25/01/17　建値:2,346"
2025/4/1,2025/3/28,信用,現渡,共英製鋼,5440,特定,100,"2,014",---,"201,354",---,"一般　建日:25/03/25　建値:2,014"
2025/4/1,2025/3/28,信用,現渡,ＣＫサンエツ,5757,特定,100,"3,800",---,"379,578",---,"一般　建日:25/02/28　建値:3,800"
2025/4/1,2025/3/28,信用,現渡,コロナ,5909,特定,100,961,---,"96,078",---,一般　建日:25/03/25　建値:961
2025/4/1,2025/3/28,信用,現渡,アサンテ,6073,特定,100,"1,652",---,"165,061",---,"一般　建日:25/03/07　建値:1,652"
2025/4/1,2025/3/28,信用,現渡,ライドオンＥＸＨ,6082,特定,100,999,---,"99,571",---,一般　建日:24/12/27　建値:999
2025/4/1,2025/3/28,信用,現渡,ライドオンＥＸＨ,6082,特定,200,"1,001",---,"199,625",---,"一般　建日:25/01/15　建値:1,001"
2025/4/1,2025/3/28,信用,現渡,ウィルグループ,6089,特定,200,"1,003",---,"200,562",---,"一般　建日:25/03/26　建値:1,003"
2025/4/1,2025/3/28,信用,現渡,平田機工,6258,特定,100,"1,608",---,"160,425",---,"一般　建日:25/03/10　建値:1,608"
