受渡日,約定日,商品等,取引種類,銘柄名（ファンド名）,銘柄コード,口座,数量,単価,支払（出金）,預り（入金）,MRF・お預り金残高,摘要
2024/3/6,2024/3/4,信用,現引,ひろぎんＨＤ,7337,特定,100,"1,041.50","104,157",---,---,"制度　建日:24/03/04　建値:1,041.5"
2024/3/6,2024/3/4,信用,新規売り,たけびし,7510,特定,100,"1,969",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,たけびし,7510,特定,100,"1,969","196,913",---,---,"制度　建日:24/03/04　建値:1,969"
2024/3/6,2024/3/4,信用,新規買い,たけびし,7510,特定,100,"1,969",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,メニコン,7780,特定,100,"1,776",---,---,---,一般
2024/3/6,2024/3/4,信用,新規買い,メニコン,7780,特定,100,"1,776",---,---,---,制度
2024/3/6,2024/3/4,信用,現引,メニコン,7780,特定,100,"1,776","177,612",---,---,"制度　建日:24/03/04　建値:1,776"
2024/3/6,2024/3/4,信用,新規売り,グローブライド,7990,特定,100,"1,988",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,グローブライド,7990,特定,100,"1,988","198,813",---,---,"制度　建日:24/03/04　建値:1,988"
2024/3/6,2024/3/4,信用,新規買い,グローブライド,7990,特定,100,"1,988",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,丸三証券,8613,特定,100,"1,039",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,丸三証券,8613,特定,100,"1,039","103,907",---,---,"制度　建日:24/03/04　建値:1,039"
2024/3/6,2024/3/4,信用,新規買い,丸三証券,8613,特定,100,"1,039",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,平和不動,8803,特定,100,"3,870",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,平和不動,8803,特定,100,"3,870","387,026",---,---,"制度　建日:24/03/04　建値:3,870"
2024/3/6,2024/3/4,信用,新規買い,平和不動,8803,特定,100,"3,870",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,テーオーシー,8841,特定,500,655,---,---,---,一般
2024/3/6,2024/3/4,信用,現引,テーオーシー,8841,特定,500,655,"327,522",---,---,制度　建日:24/03/04　建値:655
2024/3/6,2024/3/4,信用,新規買い,テーオーシー,8841,特定,500,655,---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,西武ＨＤ,9024,特定,100,"2,144",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,西武ＨＤ,9024,特定,100,"2,144","214,414",---,---,"制度　建日:24/03/04　建値:2,144"
2024/3/6,2024/3/4,信用,新規買い,西武ＨＤ,9024,特定,100,"2,144",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,名　鉄,9048,特定,200,"2,121",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,名　鉄,9048,特定,200,"2,121","424,229",---,---,"制度　建日:24/03/04　建値:2,121"
2024/3/6,2024/3/4,信用,新規買い,名　鉄,9048,特定,200,"2,121",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,日本管財ＨＤ,9347,特定,100,"2,565",---,---,---,一般
2024/3/6,2024/3/4,信用,現引,日本管財ＨＤ,9347,特定,100,"2,565","256,517",---,---,"制度　建日:24/03/04　建値:2,565"
2024/3/6,2024/3/4,信用,新規買い,日本管財ＨＤ,9347,特定,100,"2,565",---,---,---,制度
2024/3/6,2024/3/4,信用,新規売り,サンドラッグ,9989,特定,100,"4,659",---,---,---,一般
2024/3/6,2024/3/4,信用,新規買い,サンドラッグ,9989,特定,100,"4,659",---,---,---,制度
2024/3/6,2024/3/4,信用,現引,サンドラッグ,9989,特定,100,"4,659","465,931",---,---,"制度　建日:24/03/04　建値:4,659"
2024/3/6,2024/3/4,信用,新規買い,ベルーナ,9997,特定,100,617,---,---,---,制度
2024/3/6,2024/3/4,信用,現引,ベルーナ,9997,特定,100,617,"61,704",---,---,制度　建日:24/03/04　建値:617
2024/3/6,2024/3/6,国内株式,配当金*,ブロンコＢ,3091,-,---,---,---,"1,594",---,
2024/3/6,2024/3/6,国内株式,配当金*,ラウンドワン,4680,-,---,---,---,838,---,
2024/3/6,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"10,232,862","-890,824(前日比)"
2024/3/6,---,入出金,振替,---,-,-,---,---,---,"200,000",---,信用保証金から
2024/3/6,---,入出金,入金,---,-,-,---,---,---,"5,000,000",---,ＳＭＢＣ即時入金
2024/3/7,2024/3/5,信用,新規売り,明星工業,1976,特定,100,"1,225",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,明星工業,1976,特定,100,"1,225","122,508",---,---,"制度　建日:24/03/05　建値:1,225"
2024/3/7,2024/3/5,信用,新規買い,明星工業,1976,特定,100,"1,225",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,日清食ＨＤ,2897,特定,100,"4,249",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,日清食ＨＤ,2897,特定,100,"4,249","424,929",---,---,"制度　建日:24/03/05　建値:4,249"
2024/3/7,2024/3/5,信用,新規買い,日清食ＨＤ,2897,特定,100,"4,249",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,ミツコシイセタ,3099,特定,100,"2,196",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,ミツコシイセタ,3099,特定,100,"2,196",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,ミツコシイセタ,3099,特定,100,"2,196","219,615",---,---,"制度　建日:24/03/05　建値:2,196"
2024/3/7,2024/3/5,信用,新規売り,ゼリア新薬,4559,特定,100,"2,119",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,ゼリア新薬,4559,特定,100,"2,119",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,ゼリア新薬,4559,特定,100,"2,119","211,914",---,---,"制度　建日:24/03/05　建値:2,119"
2024/3/7,2024/3/5,信用,新規売り,ＢＭＬ,4694,特定,100,"2,804",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,ＢＭＬ,4694,特定,100,"2,804",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,ＢＭＬ,4694,特定,100,"2,804","280,419",---,---,"制度　建日:24/03/05　建値:2,804"
2024/3/7,2024/3/5,信用,新規売り,ＯＢＣ,4733,特定,100,"7,209",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,ＯＢＣ,4733,特定,100,"7,209",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,ＯＢＣ,4733,特定,100,"7,209","720,949",---,---,"制度　建日:24/03/05　建値:7,209"
2024/3/7,2024/3/5,信用,新規売り,共英製鋼,5440,特定,100,"2,417",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,共英製鋼,5440,特定,100,"2,417",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,共英製鋼,5440,特定,100,"2,417","241,716",---,---,"制度　建日:24/03/05　建値:2,417"
2024/3/7,2024/3/5,信用,新規売り,コロナ,5909,特定,100,958,---,---,---,一般
2024/3/7,2024/3/5,信用,現引,コロナ,5909,特定,100,958,"95,806",---,---,制度　建日:24/03/05　建値:958
2024/3/7,2024/3/5,信用,新規買い,コロナ,5909,特定,100,958,---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,エイチワン,5989,特定,300,681,---,---,---,一般
2024/3/7,2024/3/5,信用,現引,エイチワン,5989,特定,300,681,"204,313",---,---,制度　建日:24/03/05　建値:681
2024/3/7,2024/3/5,信用,新規買い,エイチワン,5989,特定,300,681,---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,ウィルグループ,6089,特定,100,"1,118",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,ウィルグループ,6089,特定,100,"1,118",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,ウィルグループ,6089,特定,100,"1,118","111,807",---,---,"制度　建日:24/03/05　建値:1,118"
2024/3/7,2024/3/5,信用,新規売り,ＰＥＧＡＳＵＳ,6262,特定,500,475,---,---,---,一般
2024/3/7,2024/3/5,信用,現引,ＰＥＧＡＳＵＳ,6262,特定,500,475,"237,516",---,---,制度　建日:24/03/05　建値:475
2024/3/7,2024/3/5,信用,新規買い,ＰＥＧＡＳＵＳ,6262,特定,500,475,---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,アドヴァンＧ,7463,特定,100,"1,228",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,アドヴァンＧ,7463,特定,100,"1,228",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,アドヴァンＧ,7463,特定,100,"1,228","122,808",---,---,"制度　建日:24/03/05　建値:1,228"
2024/3/7,2024/3/5,信用,新規売り,シモジマ,7482,特定,100,"1,291",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,シモジマ,7482,特定,100,"1,291",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,シモジマ,7482,特定,100,"1,291","129,108",---,---,"制度　建日:24/03/05　建値:1,291"
2024/3/7,2024/3/5,信用,新規売り,Ｕアローズ,7606,特定,100,"1,769",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,Ｕアローズ,7606,特定,100,"1,769",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,Ｕアローズ,7606,特定,100,"1,769","176,912",---,---,"制度　建日:24/03/05　建値:1,769"
2024/3/7,2024/3/5,信用,新規売り,天馬,7958,特定,100,"2,356",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,天馬,7958,特定,100,"2,356","235,616",---,---,"制度　建日:24/03/05　建値:2,356"
2024/3/7,2024/3/5,信用,新規買い,天馬,7958,特定,100,"2,356",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,Ｈ２Ｏリテイル,8242,特定,100,"1,756",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,Ｈ２Ｏリテイル,8242,特定,100,"1,756","175,612",---,---,"制度　建日:24/03/05　建値:1,756"
2024/3/7,2024/3/5,信用,新規買い,Ｈ２Ｏリテイル,8242,特定,100,"1,756",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,フジ住宅,8860,特定,"1,000",717,---,---,---,一般
2024/3/7,2024/3/5,信用,現引,フジ住宅,8860,特定,"1,000",717,"717,049",---,---,制度　建日:24/03/05　建値:717
2024/3/7,2024/3/5,信用,新規買い,フジ住宅,8860,特定,"1,000",717,---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,空港施設,8864,特定,100,600,---,---,---,一般
2024/3/7,2024/3/5,信用,現引,空港施設,8864,特定,100,600,"60,004",---,---,制度　建日:24/03/05　建値:600
2024/3/7,2024/3/5,信用,新規買い,空港施設,8864,特定,100,600,---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,東武鉄道,9001,特定,100,"3,867",---,---,---,一般
2024/3/7,2024/3/5,信用,新規買い,東武鉄道,9001,特定,100,"3,867",---,---,---,制度
2024/3/7,2024/3/5,信用,現引,東武鉄道,9001,特定,100,"3,867","386,726",---,---,"制度　建日:24/03/05　建値:3,867"
2024/3/7,2024/3/5,信用,新規売り,京浜急行,9006,特定,100,"1,307.50",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,京浜急行,9006,特定,100,"1,307.50","130,758",---,---,"制度　建日:24/03/05　建値:1,307.5"
2024/3/7,2024/3/5,信用,新規買い,京浜急行,9006,特定,100,"1,307.50",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,ＪＲ九州,9142,特定,100,"3,536",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,ＪＲ九州,9142,特定,100,"3,536","353,624",---,---,"制度　建日:24/03/05　建値:3,536"
2024/3/7,2024/3/5,信用,新規買い,ＪＲ九州,9142,特定,100,"3,536",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,日本トランス,9310,特定,"1,000",614,---,---,---,一般
2024/3/7,2024/3/5,信用,現引,日本トランス,9310,特定,"1,000",614,"614,042",---,---,制度　建日:24/03/05　建値:614
2024/3/7,2024/3/5,信用,新規買い,日本トランス,9310,特定,"1,000",614,---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,杉本商事,9932,特定,100,"2,270",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,杉本商事,9932,特定,100,"2,270","227,015",---,---,"制度　建日:24/03/05　建値:2,270"
2024/3/7,2024/3/5,信用,新規買い,杉本商事,9932,特定,100,"2,270",---,---,---,制度
2024/3/7,2024/3/5,信用,新規売り,バローＨＤ,9956,特定,100,"2,385",---,---,---,一般
2024/3/7,2024/3/5,信用,現引,バローＨＤ,9956,特定,100,"2,385","238,516",---,---,"制度　建日:24/03/05　建値:2,385"
2024/3/7,2024/3/5,信用,新規買い,バローＨＤ,9956,特定,100,"2,385",---,---,---,制度
2024/3/7,2024/3/7,国内株式,配当金*,四国化成ＨＤ,4099,-,---,---,---,"11,156",---,
2024/3/7,2024/3/7,国内株式,配当金*,ライオン,4912,-,---,---,---,"1,036",---,
2024/3/7,2024/3/7,国内株式,配当金*,小林製薬,4967,-,---,---,---,"4,622",---,
2024/3/7,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"5,219,246","-5,013,616(前日比)"
2024/3/7,---,入出金,振替,---,-,-,---,---,---,"1,408,852",---,信用保証金から
2024/3/8,2023/12/28,信用,配当金,オークネット,3964,特定,---,---,"2,900",---,---,
2024/3/8,2024/3/6,信用,新規売り,サンマルクＨＤ,3395,特定,100,"2,188",---,---,---,一般
2024/3/8,2024/3/6,信用,現引,サンマルクＨＤ,3395,特定,100,"2,188","218,814",---,---,"制度　建日:24/03/06　建値:2,188"
2024/3/8,2024/3/6,信用,新規買い,サンマルクＨＤ,3395,特定,100,"2,188",---,---,---,制度
2024/3/8,2024/3/6,信用,新規売り,大阪製鉄,5449,特定,100,"2,210",---,---,---,一般
2024/3/8,2024/3/6,信用,新規買い,大阪製鉄,5449,特定,100,"2,210",---,---,---,制度
2024/3/8,2024/3/6,信用,現引,大阪製鉄,5449,特定,100,"2,210","221,015",---,---,"制度　建日:24/03/06　建値:2,210"
2024/3/8,2024/3/6,信用,新規売り,ハピネット,7552,特定,100,"3,200",---,---,---,一般
2024/3/8,2024/3/6,信用,新規買い,ハピネット,7552,特定,100,"3,200",---,---,---,制度
2024/3/8,2024/3/6,信用,現引,ハピネット,7552,特定,100,"3,200","320,021",---,---,"制度　建日:24/03/06　建値:3,200"
2024/3/8,2024/3/6,信用,新規売り,パラベッド,7817,特定,100,"2,513",---,---,---,一般
2024/3/8,2024/3/6,信用,現引,パラベッド,7817,特定,100,"2,513","251,317",---,---,"制度　建日:24/03/06　建値:2,513"
2024/3/8,2024/3/6,信用,新規買い,パラベッド,7817,特定,100,"2,513",---,---,---,制度
2024/3/8,2024/3/6,信用,新規売り,三谷産業,8285,特定,300,397,---,---,---,一般
2024/3/8,2024/3/6,信用,新規買い,三谷産業,8285,特定,300,397,---,---,---,制度
2024/3/8,2024/3/6,信用,現引,三谷産業,8285,特定,300,397,"119,108",---,---,制度　建日:24/03/06　建値:397
2024/3/8,2024/3/6,信用,新規売り,ＪＲ西,9021,特定,100,"6,205",---,---,---,一般
2024/3/8,2024/3/6,信用,現引,ＪＲ西,9021,特定,100,"6,205","620,542",---,---,"制度　建日:24/03/06　建値:6,205"
2024/3/8,2024/3/6,信用,新規買い,ＪＲ西,9021,特定,100,"6,205",---,---,---,制度
2024/3/8,2024/3/6,信用,新規売り,西　鉄,9031,特定,100,"2,388",---,---,---,一般
2024/3/8,2024/3/6,信用,新規買い,西　鉄,9031,特定,100,"2,388",---,---,---,制度
2024/3/8,2024/3/6,信用,現引,西　鉄,9031,特定,100,"2,388","238,816",---,---,"制度　建日:24/03/06　建値:2,388"
2024/3/8,2024/3/6,信用,新規売り,ＪＡＬ,9201,特定,100,"2,735",---,---,---,一般
2024/3/8,2024/3/6,信用,新規買い,ＪＡＬ,9201,特定,100,"2,735",---,---,---,制度
2024/3/8,2024/3/6,信用,現引,ＪＡＬ,9201,特定,100,"2,735","273,518",---,---,"制度　建日:24/03/06　建値:2,735"
2024/3/8,2024/3/6,信用,新規売り,イチネンＨＤ,9619,特定,100,"1,638",---,---,---,一般
2024/3/8,2024/3/6,信用,新規買い,イチネンＨＤ,9619,特定,100,"1,638",---,---,---,制度
2024/3/8,2024/3/6,信用,現引,イチネンＨＤ,9619,特定,100,"1,638","163,811",---,---,"制度　建日:24/03/06　建値:1,638"
2024/3/8,2024/3/8,国内株式,配当金*,アース製薬,4985,-,---,---,---,"9,403",---,
2024/3/8,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"2,798,787","-2,420,459(前日比)"
2024/3/11,2023/12/28,信用,配当金,ブロンコＢ,3091,特定,---,---,"2,000",---,---,
2024/3/11,2023/12/28,信用,配当金,ラウンドワン,4680,特定,---,---,"1,050",---,---,
2024/3/11,2024/3/11,国内株式,配当金*,ＣＡＲＴＡ　ＨＤ,3688,-,---,---,---,"2,152",---,
2024/3/11,2024/3/11,国内株式,配当金*,アルペン,3028,-,---,---,---,"1,993",---,
2024/3/11,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"2,999,882","+201,095(前日比)"
2024/3/11,---,入出金,振替,---,-,-,---,---,---,"200,000",---,信用保証金から
2024/3/12,2023/12/28,信用,配当金,四国化成ＨＤ,4099,特定,---,---,"12,600",---,---,
2024/3/12,2023/12/28,信用,配当金,四国化成ＨＤ,4099,特定,---,---,"1,400",---,---,
2024/3/12,2023/12/28,信用,配当金,ライオン,4912,特定,---,---,"1,300",---,---,
2024/3/12,2023/12/28,信用,配当金,小林製薬,4967,特定,---,---,"5,800",---,---,
2024/3/12,2024/3/8,信用,新規売り,マツキヨココカラ,3088,特定,100,"2,361",---,---,---,一般
2024/3/12,2024/3/8,信用,新規買い,マツキヨココカラ,3088,特定,100,"2,361",---,---,---,制度
2024/3/12,2024/3/8,信用,現引,マツキヨココカラ,3088,特定,100,"2,361","236,116",---,---,"制度　建日:24/03/08　建値:2,361"
2024/3/12,2024/3/8,信用,新規売り,日本調剤,3341,特定,100,"1,595",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,日本調剤,3341,特定,100,"1,595","159,510",---,---,"制度　建日:24/03/08　建値:1,595"
2024/3/12,2024/3/8,信用,新規買い,日本調剤,3341,特定,100,"1,595",---,---,---,制度
2024/3/12,2024/3/8,信用,新規売り,バンダイナムコ,7832,特定,100,"2,923.50",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,バンダイナムコ,7832,特定,100,"2,923.50","292,370",---,---,"制度　建日:24/03/08　建値:2,923.5"
2024/3/12,2024/3/8,信用,新規買い,バンダイナムコ,7832,特定,100,"2,923.50",---,---,---,制度
2024/3/12,2024/3/8,信用,新規売り,レック,7874,特定,100,"1,145",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,レック,7874,特定,100,"1,145","114,507",---,---,"制度　建日:24/03/08　建値:1,145"
2024/3/12,2024/3/8,信用,新規買い,レック,7874,特定,100,"1,145",---,---,---,制度
2024/3/12,2024/3/8,信用,新規売り,プロネクサス,7893,特定,100,"1,251",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,プロネクサス,7893,特定,100,"1,251","125,108",---,---,"制度　建日:24/03/08　建値:1,251"
2024/3/12,2024/3/8,信用,新規買い,プロネクサス,7893,特定,100,"1,251",---,---,---,制度
2024/3/12,2024/3/8,信用,新規売り,サンリオ,8136,特定,100,"8,493",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,サンリオ,8136,特定,100,"8,493","849,358",---,---,"制度　建日:24/03/08　建値:8,493"
2024/3/12,2024/3/8,信用,新規買い,サンリオ,8136,特定,100,"8,493",---,---,---,制度
2024/3/12,2024/3/8,信用,新規売り,アル物流,9055,特定,100,"2,566",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,アル物流,9055,特定,100,"2,566","256,617",---,---,"制度　建日:24/03/08　建値:2,566"
2024/3/12,2024/3/8,信用,新規買い,アル物流,9055,特定,100,"2,566",---,---,---,制度
2024/3/12,2024/3/8,信用,新規売り,ピーシーエー,9629,特定,300,"1,687",---,---,---,一般
2024/3/12,2024/3/8,信用,現引,ピーシーエー,9629,特定,300,"1,687","506,134",---,---,"制度　建日:24/03/08　建値:1,687"
2024/3/12,2024/3/8,信用,新規買い,ピーシーエー,9629,特定,300,"1,687",---,---,---,制度
2024/3/12,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"3,439,062","+439,180(前日比)"
2024/3/12,---,入出金,入金,---,-,-,---,---,---,"3,000,000",---,ＳＭＢＣ即時入金
2024/3/13,2023/12/28,信用,配当金,アース製薬,4985,特定,---,---,"11,800",---,---,
2024/3/13,2024/3/11,信用,新規売り,名糖産,2207,特定,200,"1,851",---,---,---,一般
2024/3/13,2024/3/11,信用,新規買い,名糖産,2207,特定,200,"1,851",---,---,---,制度
2024/3/13,2024/3/11,信用,現引,名糖産,2207,特定,200,"1,851","370,225",---,---,"制度　建日:24/03/11　建値:1,851"
2024/3/13,2024/3/11,信用,新規売り,明治ＨＤ,2269,特定,100,"3,394",---,---,---,一般
2024/3/13,2024/3/11,信用,現引,明治ＨＤ,2269,特定,100,"3,394","339,423",---,---,"制度　建日:24/03/11　建値:3,394"
2024/3/13,2024/3/11,信用,新規買い,明治ＨＤ,2269,特定,100,"3,394",---,---,---,制度
2024/3/13,2024/3/11,信用,新規売り,ダスキン,4665,特定,100,"3,298",---,---,---,一般
2024/3/13,2024/3/11,信用,新規買い,ダスキン,4665,特定,100,"3,298",---,---,---,制度
2024/3/13,2024/3/11,信用,現引,ダスキン,4665,特定,100,"3,298","329,822",---,---,"制度　建日:24/03/11　建値:3,298"
2024/3/13,2024/3/11,信用,現渡,武蔵精密,7220,特定,100,"1,625",---,"162,451",---,"一般　建日:24/03/04　建値:1,625"
2024/3/13,2024/3/11,信用,新規売り,モスフード,8153,特定,100,"3,485",---,---,---,一般
2024/3/13,2024/3/11,信用,現引,モスフード,8153,特定,100,"3,485","348,523",---,---,"制度　建日:24/03/11　建値:3,485"
2024/3/13,2024/3/11,信用,新規買い,モスフード,8153,特定,100,"3,485",---,---,---,制度
2024/3/13,2024/3/13,国内株式,配当金*,ホットランド,3196,-,---,---,---,"7,969",---,
2024/3/13,2024/3/13,国内株式,配当金*,バリューＨＲ,6078,-,---,---,---,"2,869",---,
2024/3/13,2024/3/13,国内株式,配当金*,Ｗｉｓｍｅｔｔａ,9260,-,---,---,---,"6,375",---,
2024/3/13,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"3,205,413","-233,649(前日比)"
2024/3/13,---,入出金,振替,---,-,-,---,---,---,"1,148,931",---,信用保証金から
2024/3/13,---,入出金,振替,---,-,-,---,---,"162,451",---,---,信用保証金へ
2024/3/14,2023/12/28,信用,配当金,アルペン,3028,特定,---,---,"2,500",---,---,
2024/3/14,2023/12/28,信用,配当金,ＣＡＲＴＡ　ＨＤ,3688,特定,---,---,"2,700",---,---,
2024/3/14,2024/3/12,信用,新規売り,ニッスイ,1332,特定,500,924.6,---,---,---,一般
2024/3/14,2024/3/12,信用,新規買い,ニッスイ,1332,特定,500,924.6,---,---,---,制度
2024/3/14,2024/3/12,信用,現引,ニッスイ,1332,特定,500,924.6,"462,331",---,---,制度　建日:24/03/12　建値:924.6
2024/3/14,2024/3/12,信用,新規売り,Ｆ＆ＬＣ,3563,特定,100,"2,951.50",---,---,---,一般
2024/3/14,2024/3/12,信用,新規買い,Ｆ＆ＬＣ,3563,特定,100,"2,951.50",---,---,---,制度
2024/3/14,2024/3/12,信用,現引,Ｆ＆ＬＣ,3563,特定,100,"2,951.50","295,170",---,---,"制度　建日:24/03/12　建値:2,951.5"
2024/3/14,2024/3/12,信用,新規売り,島精機,6222,特定,100,"1,337",---,---,---,一般
2024/3/14,2024/3/12,信用,現引,島精機,6222,特定,100,"1,337","133,709",---,---,"制度　建日:24/03/12　建値:1,337"
2024/3/14,2024/3/12,信用,新規買い,島精機,6222,特定,100,"1,337",---,---,---,制度
2024/3/14,2024/3/12,信用,新規売り,ＴＳテック,7313,特定,200,"1,901",---,---,---,一般
2024/3/14,2024/3/12,信用,新規買い,ＴＳテック,7313,特定,200,"1,901",---,---,---,制度
2024/3/14,2024/3/12,信用,現引,ＴＳテック,7313,特定,200,"1,901","380,226",---,---,"制度　建日:24/03/12　建値:1,901"
2024/3/14,2024/3/12,信用,新規売り,神奈交,9081,特定,100,"3,040",---,---,---,一般
2024/3/14,2024/3/12,信用,現引,神奈交,9081,特定,100,"3,040","304,020",---,---,"制度　建日:24/03/12　建値:3,040"
2024/3/14,2024/3/12,信用,新規買い,神奈交,9081,特定,100,"3,040",---,---,---,制度
2024/3/14,2024/3/13,国内株式,配当金,すかいらーくＨＤ,3197,-,---,---,---,"5,578",---,
2024/3/14,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"5,630,335","+2,424,922(前日比)"
2024/3/14,---,入出金,入金,---,-,-,---,---,---,"1,000,000",---,ＳＭＢＣ即時入金
2024/3/14,---,入出金,入金,---,-,-,---,---,---,"3,000,000",---,ＳＭＢＣ即時入金
2024/3/15,2024/3/13,信用,新規売り,日阪製作,6247,特定,100,"1,018",---,---,---,一般
2024/3/15,2024/3/13,信用,新規買い,日阪製作,6247,特定,100,"1,018",---,---,---,制度
2024/3/15,2024/3/13,信用,現引,日阪製作,6247,特定,100,"1,018","101,806",---,---,"制度　建日:24/03/13　建値:1,018"
2024/3/15,2024/3/13,信用,新規売り,カナデン,8081,特定,100,"1,487",---,---,---,一般
2024/3/15,2024/3/13,信用,現引,カナデン,8081,特定,100,"1,487","148,710",---,---,"制度　建日:24/03/13　建値:1,487"
2024/3/15,2024/3/13,信用,新規買い,カナデン,8081,特定,100,"1,487",---,---,---,制度
2024/3/15,2024/3/13,信用,新規売り,広ガス,9535,特定,500,383,---,---,---,一般
2024/3/15,2024/3/13,信用,現引,広ガス,9535,特定,500,383,"191,513",---,---,制度　建日:24/03/13　建値:383
2024/3/15,2024/3/13,信用,新規買い,広ガス,9535,特定,500,383,---,---,---,制度
2024/3/15,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"5,188,306","-442,029(前日比)"
2024/3/18,2023/12/28,信用,配当金,ホットランド,3196,特定,---,---,"5,000",---,---,
2024/3/18,2023/12/28,信用,配当金,ホットランド,3196,特定,---,---,"5,000",---,---,
2024/3/18,2023/12/28,信用,配当金,すかいらーくＨＤ,3197,特定,---,---,"7,000",---,---,
2024/3/18,2023/12/28,信用,配当金,バリューＨＲ,6078,特定,---,---,"3,600",---,---,
2024/3/18,2023/12/28,信用,配当金,Ｗｉｓｍｅｔｔａ,9260,特定,---,---,"8,000",---,---,
2024/3/18,2024/3/14,信用,新規売り,キーコーヒー,2594,特定,300,"2,039",---,---,---,一般
2024/3/18,2024/3/14,信用,現引,キーコーヒー,2594,特定,300,"2,039","611,741",---,---,"制度　建日:24/03/14　建値:2,039"
2024/3/18,2024/3/14,信用,新規買い,キーコーヒー,2594,特定,300,"2,039",---,---,---,制度
2024/3/18,2024/3/14,信用,現渡,カワチ薬品,2664,特定,100,"2,750",---,"274,336",---,"一般　建日:24/01/12　建値:2,750"
2024/3/18,2024/3/14,信用,新規売り,くら寿司,2695,特定,200,"4,355",---,---,---,一般
2024/3/18,2024/3/14,信用,新規買い,くら寿司,2695,特定,200,"4,355",---,---,---,制度
2024/3/18,2024/3/14,信用,現引,くら寿司,2695,特定,200,"4,355","871,059",---,---,"制度　建日:24/03/14　建値:4,355"
2024/3/18,2024/3/14,信用,新規売り,永谷園ＨＤ,2899,特定,100,"2,243",---,---,---,一般
2024/3/18,2024/3/14,信用,新規買い,永谷園ＨＤ,2899,特定,100,"2,243",---,---,---,制度
2024/3/18,2024/3/14,信用,現引,永谷園ＨＤ,2899,特定,100,"2,243","224,315",---,---,"制度　建日:24/03/14　建値:2,243"
